SampleId,A_AL_CO,A_AL_M3,A_AL_RT,A_B_CO,A_B_M3,A_CA_CO,A_CA_M3,A_CA_RT,A_CEC_CO,A_CLAY_MI,A_CN_OF,A_CU_CO,A_CU_M3,A_CU_RT,A_C_IF,A_C_OF,A_C_RT,A_DENSITY_SA,A_EC_WA,A_FE_CO,A_FE_M3,A_FE_RT,A_K_CO,A_K_M3,A_K_RT,A_MG_CO,A_MG_M3,A_MG_RT,A_MN_CO,A_MN_M3,A_MN_RT,A_NA_CO,A_NA_M3,A_NA_RT,A_NI_RT,A_N_RT,A_PB_RT,A_PH_KCL,A_PH_WA,A_P_CO,A_P_M3,A_P_RT,A_SAND_MI,A_SILT_MI,A_SI_RT,A_S_CO,A_S_M3,A_S_RT,A_ZN_CO,A_ZN_M3,A_ZN_RT
sample_16430,11.42458758,873.4199015,102.8057173,0.023735507,0.766076447,40.99091131,826.8709735,1.071428571,173.463239,52.74621955,12.19251337,0.000526975,0.056554788,17.0,0.669160054,46.94415151,47.61331156,0.85652,45.7,1.934177347,1039.138371,26.15384615,6.266269872,227.2534017,16.51452282,80.7643514,892.943112,3.739445115,0.58068953,15.4332837,10.0,33.2334642,703.8143826,2.744807122,28.7,3.850244005,66.2,4.02,5.07,0.044669393,0.01029477,0.174672489,11.73707053,35.51670992,288.686302,0.001044548,30.02176944,1.0,0.120963587,5.021953921,74.9
sample_16431,,449.9245093,13.76389624,,0.745848012,,1167.589331,1.857142857,,3.9,13.95327103,,0.618017111,10.1,0.231504781,15.02767992,15.2591847,1.15,4.4,,814.2929039,7.132867133,,191.24308,5.560165975,,85.05284348,0.422195416,,24.15702063,38.72966692,,7.710115752,3.709198813,9.1,1.077000503,27.3,5.74,7.12,,145.9486663,0.519650655,68.6,27.5,392.2393642,,57.87619527,0.004,,6.260694514,28.0
sample_16432,0.036610397,776.4227642,43.93859185,0.038074502,0.952235772,130.2030732,2266.260163,11.07142857,164.6341463,19.6,11.18357488,0.001295393,1.219512195,8.9,0.0,23.52642276,23.48577236,1.12,5.5,0.00588663,127.0325203,21.88811189,1.457996251,68.39430894,13.85892116,34.23543223,373.9837398,4.221954162,0.032039044,125.0,906.274206,0.174167251,3.699186992,11.93620178,17.3,2.103658537,11.3,6.49,7.45,0.063881768,14.73577236,0.637554585,45.9,34.5,346.8910706,1.026909595,10.56910569,0.396,0.002521221,1.778455285,51.0
sample_16433,0.00205144,479.9323442,71.04287983,0.012777396,0.787263699,57.07311342,1354.229783,11.92857143,94.01062798,8.06477077,11.29761905,0.000580692,1.250835999,22.5,0.18146591,9.567286031,9.748751941,1.22602,,0.00066077,90.46264469,21.3986014,7.708390096,355.3466529,29.46058091,17.14515753,236.3633952,3.618817853,0.027193635,74.74519198,309.8373354,0.149778974,4.124400713,13.4272997,26.8,0.846840913,41.7,7.22,7.28,0.48353024,63.88345489,0.436681223,67.14057461,24.79465462,259.7942964,0.001151024,0.010081439,0.2,0.002659452,4.678083801,54.6
sample_16434,0.846359984,1166.35973,60.34939121,0.028961656,0.405156538,76.29398542,1688.152241,2.285714286,138.121547,37.4,11.14983713,0.000985351,3.908328218,28.0,2.47595662,35.02148557,37.49744219,1.14,3.5,0.004463076,225.0869654,42.44755245,7.457370202,400.0409249,3.402489627,33.86941696,497.2375691,0.904704463,1.25520402,314.098629,2122.385747,0.127279679,3.478616738,0.1,17.0,3.14098629,14.6,4.78,5.95,0.095131912,2.578268877,0.480349345,36.5,26.1,317.4380552,0.778573812,10.64047473,0.276,0.02034352,6.619603028,51.0
sample_16435,0.041868218,935.3173398,57.17310746,0.043542592,0.332017411,97.77339418,1579.107197,2.214285714,123.4942808,27.9,17.25581395,0.001481432,2.611600364,21.9,0.283429497,22.532645,22.8160745,1.1,3.8,0.006732041,96.77092823,23.28671329,5.507602307,248.0008098,15.93360996,23.63385651,259.13554,0.66344994,0.3943007,115.3962952,511.2316034,0.179643932,3.502378783,2.410979228,18.4,1.305800182,13.7,5.81,6.6,0.077943781,22.67435975,0.550218341,41.1,31.0,312.2954652,1.174389757,10.52738131,0.004,0.002882848,2.257313493,29.0
sample_16436,0.056893833,656.7255643,42.8798306,0.059145484,2.063119191,236.151818,5208.865284,8.571428571,283.9342253,24.3,12.375,0.002012283,3.094678787,15.2,0.0,24.26718415,22.57174957,1.03,11.8,0.009129769,174.6501889,20.6993007,9.593867861,438.1574916,18.58921162,22.73912554,330.9161475,4.704463209,0.009518525,183.8423042,549.9612703,0.537555975,12.46042284,6.283382789,22.0,1.960984578,14.5,7.15,7.38,0.098923683,42.38586457,0.558951965,12.1,63.6,346.4235624,1.592667999,10.6219998,0.244,0.003905423,1.909917271,48.0
sample_16437,0.003998095,753.7194952,,0.037523817,2.592432658,343.9962282,10276.87374,,333.0589208,,9.932384342,0.001140112,4.8004656,,4.38045848,28.83457457,33.21503305,1.04388,16.9,0.001287788,80.93737853,,2.608079234,162.6981628,,51.78420399,688.1915133,,0.005388346,196.2817955,,1.900798434,46.36317347,,,2.90308687,,7.01,7.26,0.40980038,36.25818553,,,,,0.002243255,0.01033127,,0.002197152,11.87325462,
sample_16438,0.020278991,537.0818218,37.05664373,0.02115989,1.037887948,77.15801451,1360.338573,2.285714286,70.33454252,16.4,12.02068966,0.000719914,1.964933495,8.3,0.0,17.56348247,16.38452237,1.18,6.6,0.003267889,75.17130189,15.59440559,9.077370431,312.3740427,2.074688797,16.88880224,191.4550584,0.301568154,0.399849445,145.1027811,263.3617351,0.082840063,1.854091092,2.359050445,15.9,1.461104393,11.7,6.62,7.01,0.065780999,13.30108827,0.279475983,68.2,15.4,364.6563815,0.570076091,10.4796453,0.04,0.001396357,8.847239017,30.0
sample_16439,12.14568544,531.9681241,23.45156167,0.002315621,0.075617058,0.886633569,13.62043579,0.01,15.13391209,21.40029367,18.97916667,0.000129956,0.135508115,9.9,0.763683052,9.154148162,9.917831214,1.26306,3.7,0.392653093,238.6027631,11.60839161,0.901093162,34.91364109,1.244813278,0.302267214,4.104946313,0.361881785,0.025347049,0.955718968,154.9186677,0.191747996,4.984748447,0.1,5.7,0.482326138,0.001,3.98,4.51,0.00878876,0.010048461,0.043668122,49.29546011,29.30424623,426.6012155,0.009715984,0.010048461,0.08,0.147029022,5.022106456,19.6
sample_1644,0.036957214,297.9327118,33.35097935,0.038435189,1.236319416,148.0914819,6870.69315,30.57142857,188.4880422,22.0,10.05109489,0.001307665,2.057154439,8.6,9.150790434,13.95419538,23.10498581,1.23,10.5,0.005942395,197.6084313,14.96503497,8.426661858,367.8556952,17.01244813,8.382471392,161.1268747,4.402895054,0.006050224,206.7288204,635.1665376,0.062592828,3.962302392,6.854599407,18.6,1.388325902,12.0,7.56,7.85,0.626208364,149.9797325,0.746724891,12.0,66.0,342.2159888,2.149126959,10.53911634,0.184,0.002538866,2.036886907,34.0
sample_16440,2.492984981,1314.005631,123.8750662,0.01996969,0.177286474,37.6825468,757.1175305,1.071428571,82.17749505,77.2,11.2295082,0.001303044,6.26759829,106.2,0.0,28.57440818,27.68797581,0.92,3.2,0.003083749,125.1433935,77.2027972,1.533631432,101.6790072,0.414937759,26.17476104,310.7727605,0.301568154,5.656785424,238.8153092,1781.564679,0.213654951,5.881739493,1.995548961,50.3,2.544582334,1.0,4.5,5.62,0.034443588,1.220148086,0.576419214,6.1,16.7,207.1061244,0.537953189,10.84576077,0.248,0.021661151,1.460006257,72.0
sample_16441,0.00281,230.3117896,43.40921122,0.06164,3.282174407,303.18261,10115.77842,53.14285714,252.23565,28.3,11.5291,0.00079,3.366937133,16.3,18.86297,22.38693639,41.24990804,1.09504,14.9,0.0021,51.52154292,25.38461538,5.98007,320.2137143,17.593361,23.73622,295.3645175,9.288299156,0.00125,211.070314,650.6584043,1.07278,19.0853798,6.127596439,28.2,1.941776493,18.9,7.6,8.16,0.0144,19.2613317,0.786026201,9.9,61.8,269.7522207,2.84593,6.592594252,0.816,0.00077,1.59740296,60.0
sample_16442,0.475130078,622.9310864,16.94017999,0.019022893,0.086267429,10.19109407,193.6001605,0.142857143,11.83669375,7.7,13.14634146,0.000647208,0.482495737,5.0,0.0,5.406760959,5.23623232,1.28,1.3,0.002948269,103.3202929,8.181818182,0.368149436,13.54198014,0.082987552,2.751907618,31.49764269,0.1,0.379785604,23.47276557,85.20526723,0.014878809,0.50255793,2.685459941,5.3,0.411274952,6.4,5.02,6.14,0.031964773,7.051860768,0.01,84.0,8.2,430.5750351,0.875968997,10.43234025,0.001,0.004602828,0.713210954,10.0
sample_16443,4.162264106,463.6692092,37.58602435,0.022838927,0.03010839,3.711821541,66.63990365,0.142857143,9.243275793,10.1,9.1,0.00077704,0.205740666,5.3,0.401445203,5.479727017,5.88117222,1.3,2.3,0.036961563,125.4516259,9.370629371,3.32273487,124.4480128,16.09958506,2.912293049,32.81814532,1.025331725,0.394590652,27.09755118,108.4430674,0.061116671,0.763749498,2.611275964,7.4,0.602167804,15.6,4.31,5.66,0.038202005,5.439582497,0.183406114,66.2,23.7,393.1743806,0.614738007,10.43757527,0.036,0.005955978,0.434564432,14.0
sample_16444,0.19781,642.53909,59.29062,0.02742,0.32811,93.36899,1509.66453,14.07142,115.82394,11.2,14.91176,0.01091,17.49709,50.5,0.01009,5.11916,4.998,1.04712,2.4,0.00103,166.09366,29.30069,2.06192,73.7707,23.07053,32.72029,309.21404,4.52352,0.33083,118.53735,728.11773,1.11623,19.45213,12.73738,8.9,0.34329,43.1,4.79,6.67,0.00146,1.85677,0.40174,62.3,26.5,298.27021,0.00094,0.01009,0.048,0.03708,1.9354,56.0
sample_16445,3.859573439,1049.445005,60.87877184,0.02128313,0.156407669,9.292242538,200.8072654,0.142857143,15.84258325,24.6,15.41935484,0.000724107,0.682139253,8.3,0.0,9.646821393,8.647830474,1.23,3.9,0.00328333,106.962664,20.83916084,2.139173897,88.39556004,0.414937759,6.933349706,95.66094854,0.241254524,0.145838976,12.51261352,154.9186677,0.045648347,1.150353179,1.743323442,12.0,0.625630676,8.6,4.28,5.3,0.035575831,28.45610494,0.310043668,57.5,17.9,325.8532024,0.572769698,10.49445005,0.024,0.003179425,0.281533804,18.0
sample_16446,2.44589247,1281.533804,77.2895712,0.023710154,0.458123108,24.39213666,518.6680121,0.357142857,64.68213925,63.3,11.29230769,0.000806681,3.935418769,25.4,0.0,14.81331988,14.72250252,1.21,4.8,0.003680216,163.4712412,51.88811189,3.263146623,154.3895055,4.89626556,18.76379835,250.2522704,0.844390832,1.230631162,294.6518668,1130.906274,0.099636296,2.401614531,0.1,32.5,1.311806256,18.1,4.39,5.53,0.039778471,6.48839556,0.598253275,26.5,10.2,300.6077606,0.642005595,10.49445005,0.212,0.015063686,1.513622603,46.0
sample_16447,0.0012,477.2166,22.76336,0.02358,0.71243,76.54471,1550.0992,3.85714,49.16574,6.0,10.29069,0.00034,2.83079,7.7,0.40257,8.90691,9.30948,1.32788,6.7,0.00038,279.6242,8.95104,4.5956,217.85219,14.10788,4.44172,56.92945,1.74909,0.03638,140.43262,294.34546,0.13616,6.72076,5.5267,11.5,0.86553,15.4,6.73,7.46,0.32269,107.80591,0.43668,55.5,38.6,383.3567,0.18293,0.01006,0.001,0.00049,5.38909,29.0
sample_16448,0.00684,441.64819,15.88141,0.0078,0.42852,55.17944,1778.56323,2.14285,40.74326,10.4,14.93181,0.00034,0.98188,6.5,0.23109,6.60136,6.83246,1.25394,9.2,0.00039,117.73216,6.85314,2.57376,94.85521,2.48962,9.65698,162.99094,0.36188,0.01309,17.73133,54.22153,0.02132,0.69051,2.57418,11.7,0.4421,9.2,7.85,7.88,0.10464,32.01515,0.08733,66.9,22.7,404.39457,0.45027,0.01004,0.001,0.00033,1.04422,7.0
sample_16449,0.05599856,32.22501064,14.82265749,0.058308335,2.411808973,264.2287322,18443.24508,180.5,264.4882949,11.2,9.76,0.001983801,0.822852473,11.8,52.47204563,34.61655231,87.08859794,1.13,14.1,0.009022193,21.48334043,9.72027972,2.405732747,109.4434324,4.149377593,4.326387937,104.3766068,2.231604343,0.009370363,46.81746829,642.912471,0.064355279,8.491999659,2.559347181,12.6,3.546777901,14.6,7.49,8.02,0.471123223,37.59584575,1.56768559,49.0,39.8,182.3281907,1.965796848,23.40873414,0.584,0.003843906,3.040095343,40.0
sample_1645,0.029796269,951.0376788,11.11699312,0.030941269,0.624622204,80.16766268,1924.239371,3.785714286,123.9169857,6.2,13.67375887,0.001052702,6.901067902,15.9,2.014910336,19.42373564,21.43864598,1.28,6.1,0.004790978,425.146081,3.706293706,4.705836293,201.4910336,4.647302905,13.52512083,162.2002821,0.66344994,0.020758641,41.3056619,116.1890008,0.138915391,1.239169857,4.40652819,9.1,1.420511787,20.9,6.43,6.82,0.886010571,718.315535,1.366812227,80.5,13.3,402.5245442,0.835775557,36.06689502,0.26,0.009276354,24.17892404,46.0
sample_16450,1.726115158,1322.223212,38.32715723,0.00427808,0.176968822,42.6918216,1064.682486,1.5,74.76110046,17.20298869,12.42152466,0.00065467,0.437928505,14.9,0.010198335,28.24938821,26.03634949,0.9926,3.4,0.080519661,576.5067545,15.8041958,0.805751153,56.27049878,7.634854772,10.56429969,157.5491117,0.180940893,0.968086895,37.95392495,154.9186677,0.742668695,21.49468562,4.747774481,40.7,2.274228726,16.3,4.44,5.76,0.033618517,43.75880742,0.349344978,44.54570209,38.25130922,346.4235624,0.000668408,0.010198335,0.24,0.052921791,4.503586508,43.1
sample_16451,0.195600707,1088.061826,71.99576496,0.033206172,0.104738662,91.09597644,1728.69636,7.785714286,157.6164328,26.8,14.0,0.00112976,2.97945902,41.8,0.0,10.53487899,10.32133415,1.2,2.1,0.005126674,145.4138702,59.51048951,4.723762657,175.9202766,9.543568465,37.054485,413.8702461,6.453558504,0.336874349,164.7345943,983.7335399,0.329085014,5.572503559,5.014836795,39.3,0.752491357,10.7,4.92,6.29,0.055647489,3.487899125,0.427947598,57.1,16.1,289.3875643,0.894337012,10.5755542,0.22,0.004883762,0.730119992,44.0
sample_16452,0.044950939,705.6744959,48.17363684,0.046820701,0.785699439,200.7697695,3616.711702,7.357142857,307.6283517,31.75116297,15.98795181,0.001592962,4.780710871,26.0,0.0,13.79131158,12.62731241,1.23,8.5,0.007246296,115.3606319,32.51748252,8.802140267,482.228227,12.28215768,86.48777755,1003.949283,5.850422195,0.027014045,277.4890875,1161.890008,13.51671664,335.6890459,5.778931751,22.5,0.862606527,15.2,5.94,7.43,0.078415051,5.165246311,0.436681223,38.01647569,30.23236134,338.4759233,1.413199376,26.0860528,0.148,0.003093375,0.792974434,67.0
sample_16453,33.33257056,677.2988796,15.88141874,0.029039727,0.290703543,13.38690185,192.7929747,1.142857143,78.12657717,3.0,23.54189944,0.004797076,0.449177349,7.9,1.897648128,42.5355809,44.43322903,1.1,6.7,0.869804597,588.472797,7.202797203,1.808227032,52.89189462,7.883817427,2.028450566,19.27929747,0.120627262,0.396860932,9.498334511,10.0,0.197137639,3.795296255,5.12611276,8.9,1.80680327,62.7,7.0,4.04,0.078310082,2.806096699,0.192139738,68.2,28.7,403.4595605,0.780713732,17.76521651,0.244,0.140492879,4.340365398,28.0
sample_16454,0.028670966,681.5653757,40.23292747,0.029840948,0.809990899,76.41892757,1506.724644,5.142857143,99.90898979,23.5,10.1875,0.001015267,1.122459298,13.1,0.930326626,14.83466478,15.7649914,1.1,2.8,0.004591961,252.8061482,16.29370629,1.868614942,88.88664172,16.76348548,27.91034247,332.6928911,3.075995175,0.230819194,214.3796137,1138.652208,0.127558967,3.761755486,10.24480712,24.2,1.456163414,20.1,5.77,6.92,0.049951108,11.52796036,0.515283843,16.9,59.6,363.7213651,0.801057406,10.51673577,0.156,0.003712051,3.883102437,64.0
sample_16455,0.060295927,180.4040186,99.52355744,0.062657287,1.79323755,897.4581227,22469.48255,130.2857143,325.1593389,0.1,10.42307692,0.002131764,0.117748731,7.6,48.77930215,4.39127147,53.17057362,1.08,252.5,0.009695055,38.88948904,10.48951049,6.099470213,517.4462569,1.908713693,48.01163479,2495.40888,205.3679131,0.009870979,12.96316301,294.3454686,7.4712322,204.1698174,20.74925816,16.2,0.421302798,168.4,7.76,7.73,0.104630202,22.79356163,0.786026201,78.8,21.1,141.654979,612.4997493,6319.541968,17.636,0.004130711,0.153397429,22.0
sample_16456,0.002932263,103.3253599,32.82159873,0.047520047,1.726596189,307.3306493,9715.651898,39.14285714,349.0568175,22.4,11.33766234,0.000830023,2.989246457,12.2,19.1921066,27.038261,46.2303676,1.036,78.0,0.000944483,57.51590953,20.0,5.25796216,215.3128439,13.4439834,143.608287,1835.06393,8.624849216,0.000960075,331.279814,790.0852053,5.981257403,123.7661066,6.008902077,22.2,2.38481798,12.8,7.58,8.06,0.152297645,28.44742575,0.598253275,13.9,63.7,300.1402525,37.01771046,465.6784705,0.708,0.00080674,3.623018372,86.0
sample_16457,0.04220307,715.7278417,37.58602435,0.028108811,0.408843125,69.21474318,1191.197254,1.928571429,87.82556027,25.1,8.072,0.000956335,1.685846961,10.5,0.2523723,10.18574601,10.43811831,1.14,3.4,0.004331414,326.0650111,20.41958042,4.326710576,143.3474662,10.62240664,8.350315737,97.92045225,1.869722557,0.264233162,176.6606097,782.3392719,0.461058835,9.711286089,4.955489614,19.3,1.261861498,21.9,5.38,6.6,0.047029903,61.27599435,0.572052402,21.0,53.9,361.3838242,0.755605687,11.91197254,0.032,0.010684713,4.532606501,48.0
sample_16458,0.083696843,702.9262087,73.0545262,0.086994968,0.399703138,439.3421925,8418.150975,17.5,534.351145,36.1,10.92561983,0.002959795,5.385920271,49.3,0.0,14.01611535,13.18914334,1.12,11.9,0.013457717,177.0568278,64.54545455,16.76164421,445.2926209,4.730290456,81.86471292,837.5742154,7.117008444,0.063298995,173.8761662,797.8311387,0.413208828,8.958863444,7.158753709,82.7,1.282866836,2.0,7.0,7.71,0.145818249,7.697201018,0.336244541,31.1,32.7,283.7774661,2.843655353,11.02629347,0.192,0.005740564,1.897794741,81.0
sample_16459,0.00133,1.97067,61.93753,0.01797,0.65648,109.57368,12839.18377,33.71428,91.07727,31.6,10.55,0.00037,0.23653,40.1,9.94777,6.37988,16.32765,1.1213,8.1,0.00043,16.52592,47.48251,1.77719,60.31626,14.35684,5.31792,122.78962,4.10132,0.00254,41.7122,340.82106,0.28661,5.65681,5.3264,46.0,0.60472,9.9,7.93,8.24,0.03061,1.46748,0.45851,24.6,43.9,270.21972,0.32943,27.29483,0.032,0.00036,0.54077,81.0
sample_1646,0.078379649,569.9899295,61.40815246,0.020960787,0.189325277,35.02772443,719.0332326,3.428571429,52.7693857,7.7,10.03174603,0.00071314,0.72306143,6.6,0.312185297,6.364551863,6.67673716,1.33,2.7,0.003237109,107.75428,7.482517483,0.669406944,40.18126888,30.53941909,11.58829084,141.9939577,0.904704463,0.249296637,41.59113797,240.1239349,1.54190916,36.4551863,13.82789318,17.8,0.634441088,26.1,5.14,6.71,0.035114022,5.528700906,0.43231441,72.2,20.2,343.1510051,0.564706438,10.47331319,0.06,0.001386272,0.158106747,18.0
sample_16460,9.767569782,603.075686,34.93912123,0.019247096,0.200020103,5.483065518,80.20906624,0.01,12.06151372,11.8,9.65,0.000654836,1.236305156,9.7,1.045331189,9.699467283,10.74479847,1.14,1.9,0.00894884,131.6715248,21.25874126,0.368889509,15.47894261,0.248962656,1.240428777,12.66458941,0.1,0.373230818,15.07689215,108.4430674,0.087878371,1.648406875,2.262611276,11.5,1.005126143,1.4,4.23,4.97,0.032321089,2.231380038,0.07860262,78.2,9.9,382.8892006,1.115970893,14.37330385,0.036,0.008178757,0.494522063,12.0
sample_16461,0.320452966,934.9266921,18.52832186,0.009847093,0.309299056,12.86601969,339.4255875,0.785714286,22.79574212,7.0,12.97959184,0.000335024,3.72564772,10.3,0.0,6.386824664,5.995179755,1.56,15.7,0.001518851,198.8351075,5.594405594,0.951029398,53.92649126,9.460580913,4.538545704,58.94757984,0.482509047,0.109674557,12.05061257,77.45933385,0.089983001,3.414340229,4.169139466,9.1,0.49206668,12.4,5.17,8.13,0.020814644,193.8140189,0.349344978,74.7,18.3,423.5624123,0.29001547,10.44386423,0.02,0.014868197,4.237798755,22.0
sample_16462,0.078183717,1070.923419,56.11434621,0.024486581,0.213174379,46.61866578,910.284906,7.071428571,67.08425945,16.9,8.236111111,0.000833097,1.788240048,15.7,0.0,5.991109315,5.890078804,1.28,2.0,0.003793051,291.9781774,21.95804196,2.930020721,149.5251566,17.84232365,12.13122314,142.4530208,3.256936068,0.617900558,273.7926854,1076.684741,0.224123863,5.67791473,8.887240356,38.4,0.727419681,12.1,4.96,6.3,0.041000948,20.30713275,0.462882096,70.6,12.4,330.5282842,0.661689351,10.50717317,0.088,0.017152626,2.263083451,65.0
sample_16463,23.23666,763.9410504,10.58761249,0.00787,0.170023574,4.87645,88.20309002,0.785714286,34.06028,2.2,34.44311,0.00245,0.941948686,6.2,0.01011,58.17042016,49.73611376,1.16234,6.3,0.55095,515.1677107,3.846153846,0.7726,41.97738462,6.141078838,0.59697,9.917903162,0.1,0.11375,4.631773195,10.0,0.11118,3.065888608,3.271513353,10.3,1.688883896,45.7,3.12,4.01,0.10511,25.87399443,0.135371179,87.9,9.8,406.2646096,0.16043,14.46490351,0.032,0.09972,3.906317362,23.0
sample_16464,0.145115335,933.0169345,85.23028057,0.090102217,1.315931399,60.45995365,909.2870241,2.357142857,241.6136339,42.5,8.248175182,0.002400129,5.565742638,33.2,0.18336749,12.18854493,12.37191242,1.08,51.8,0.010914571,520.9793981,53.00699301,25.2192109,626.685363,20.0,192.4760692,1704.239025,10.25331725,1.621736256,107.8632294,735.8636716,73.1919623,1305.145076,8.137982196,96.8,1.477726243,27.7,4.84,6.33,0.118053587,10.36565635,0.6069869,5.8,51.7,271.1547452,7.266235515,119.7281847,0.276,0.033325745,4.799913709,114.0
sample_16465,0.4625,783.14209,20.11646,0.01004,0.20678,30.28753,552.98621,3.0,22.45255,5.5,13.67368,0.00025,1.04952,5.4,0.01006,13.07075,12.10478,1.28016,3.3,0.00129,403.12098,6.92307,3.22528,156.81461,12.03319,4.8858,58.89619,0.9047,0.19174,70.87859,294.34546,0.04616,4.79396,5.59347,9.7,0.9559,18.4,4.96,6.35,0.09018,176.36068,0.62008,61.9,32.6,385.69424,0.8674,0.01006,0.032,0.01555,3.14599,32.0
sample_16466,0.005725753,426.94353,56.64372684,0.08993423,3.16674,490.6702926,10492.50623,25.42857143,529.5894725,26.2,10.27102,0.001620764,4.94552,29.3,4.43357,34.55672,38.99029,1.069,18.6,0.001844267,123.44661,35.03496503,18.46889658,610.30408,18.67219917,230.0140486,2586.83868,9.891435464,0.027376286,66.13042,247.8698683,2.266943521,45.37487,4.666172107,31.3,3.36448,15.9,7.2,8.2,0.228912314,56.80754,0.611353712,25.7,48.1,282.8424497,1.171650954,39.5303,0.152,0.0015753,4.49297,103.0
sample_16467,0.031963908,347.2011337,19.05770249,0.033242194,0.538516044,129.6890617,2125.721227,2.928571429,125.5187772,22.5,10.04739336,0.001130986,1.153962952,8.4,0.657961332,21.45966191,22.11762324,1.06,4.8,0.005139515,164.9964571,8.951048951,1.171664453,39.47767993,1.493775934,20.51081119,207.5108817,0.301568154,0.608033789,202.4496407,340.8210689,0.238204331,4.38303472,4.866468843,8.3,2.135843709,7.8,6.24,6.67,0.128435664,9.332928434,0.15720524,50.9,26.6,409.0696587,0.896577126,10.52738131,0.024,0.002195424,2.216823565,16.0
sample_16468,0.076036042,939.6657155,50.82053997,0.079100409,0.707297187,191.7814835,3740.317978,5.642857143,237.4643294,30.4,11.70833333,0.002691201,2.323685283,16.0,0.0,17.18304117,17.00978394,1.06,10.2,0.012207707,137.5866286,25.17482517,3.426521442,183.4488382,18.09128631,27.02459095,316.9588259,4.945717732,0.053427113,60.53811659,720.3718048,0.820124078,19.56787607,7.084569733,26.7,1.467590705,17.9,6.17,7.12,0.13227403,34.44761517,0.489082969,10.9,58.7,344.0860215,2.129607479,10.5992662,0.164,0.005237654,0.81838565,55.0
sample_16469,0.631935706,1086.409818,12.70513499,0.020472313,0.126747812,12.08252038,361.130671,1.142857143,23.84065989,3.1,13.21917808,0.000763007,7.162257318,17.3,0.160949603,9.70727291,9.868222513,1.31,2.4,0.003157994,534.1514938,4.055944056,2.558487376,126.7478121,5.394190871,3.556520623,50.69912484,0.422195416,0.136595224,26.25490393,92.95120062,0.143956473,3.973443316,4.451038576,7.6,0.734332562,21.5,4.7,5.95,0.306907715,617.6441002,1.148471616,76.9,20.0,407.6671342,1.173339871,18.91157831,0.044,0.137550613,14.98843175,32.0
sample_1647,0.031057229,707.4182775,65.64319746,0.033890812,1.285295011,165.6239819,2712.276085,6.857142857,142.6981075,23.1,7.320945946,0.001098905,5.505515636,22.8,1.275174577,21.93097865,23.20615322,0.94,4.3,0.004993729,275.2757818,34.82517483,0.810388729,39.36848497,20.74688797,15.69645551,172.0473636,6.574185766,0.078107316,132.5776743,658.4043377,0.316514321,6.932496711,7.455489614,30.7,2.995648214,22.1,5.97,7.0,0.066949468,38.55885032,0.934497817,31.9,45.0,287.9850397,0.871145069,10.52525048,0.34,0.002139253,2.732516952,88.0
sample_16470,0.061675273,263.4557991,51.87930122,0.06407036,3.262323762,255.461726,6967.170938,32.71428571,229.4947,25.0,9.982905983,0.00217984,8.737264588,27.6,10.45590203,24.04034167,34.4962437,1.08,11.2,0.009898443,505.2999897,29.58041958,10.11594056,321.0867552,17.9253112,9.611150293,147.1647628,8.504221954,0.010078058,44.25234126,790.0852053,0.702801732,17.39219924,6.231454006,23.9,2.408150664,108.2,7.23,7.61,0.779474435,193.4753525,1.240174672,20.0,55.0,289.3875643,1.726761564,27.06596686,0.508,0.004249978,12.24657816,119.0
sample_16471,11.91933232,930.420712,106.4055056,0.02086271,0.133495146,10.02150854,201.2540453,0.071428571,85.45711974,54.0,9.694214876,0.000744816,1.516990291,21.9,0.616909385,11.86286408,12.47977346,1.17,6.4,0.005424124,247.7750809,72.93706294,1.051202205,69.37702265,25.31120332,7.294528044,94.4579288,1.145958987,1.049284259,45.61084142,294.3454686,0.241946646,5.572411003,3.568249258,32.2,1.223705502,25.9,3.89,4.52,0.034969312,3.792475728,0.68558952,24.6,21.4,247.311828,1.19855354,10.51779935,0.428,0.058780087,2.83171521,67.0
sample_16472,0.037659791,272.3933891,74.64266808,0.5011343,10.40603958,0.949674145,616.2007754,12.07142857,114.2623954,0.1,8.68,0.001329314,0.371352785,1.0,1.224239951,4.427667823,5.651907774,1.18,420.9,0.006055363,32.74841869,45.87412587,16.96680253,2917.771883,35.26970954,0.070522773,23.36257907,2.653799759,0.006165242,82.63619669,1673.121611,324.8342067,10130.58559,39.03560831,13.9,0.51009998,15.7,10.21,10.32,0.573113477,26.52519894,0.611353712,53.1,46.9,287.9850397,8.018038601,145.8885942,0.452,0.00258717,1.601713936,163.0
sample_16473,0.81921354,975.8850693,59.82001059,0.060089165,1.036428938,295.2992674,4186.762442,6.428571429,304.7716778,32.4,9.455470738,0.00204439,7.460236018,33.4,1.385325808,38.13237558,39.51770139,1.03,9.8,0.009282939,422.7809133,35.1048951,5.056605619,189.8409441,18.50622407,66.65690778,579.7845049,6.87575392,0.754616473,62.18573628,1192.873741,3.512839136,59.51770139,6.083086053,40.5,4.032837352,37.9,4.93,6.04,0.273324257,33.14520267,0.886462882,16.8,50.8,302.9453015,1.619388212,24.32016419,0.456,0.090091773,10.22062596,140.0
