SampleId,A_AL_CO,A_AL_M3,A_AL_RT,A_B_CO,A_B_M3,A_CA_CO,A_CA_M3,A_CA_RT,A_CEC_CO,A_CLAY_MI,A_CN_OF,A_CU_CO,A_CU_M3,A_CU_RT,A_C_IF,A_C_OF,A_C_RT,A_DENSITY_SA,A_EC_WA,A_FE_CO,A_FE_M3,A_FE_RT,A_K_CO,A_K_M3,A_K_RT,A_MG_CO,A_MG_M3,A_MG_RT,A_MN_CO,A_MN_M3,A_MN_RT,A_NA_CO,A_NA_M3,A_NA_RT,A_NI_RT,A_N_RT,A_PB_RT,A_PH_KCL,A_PH_WA,A_P_CO,A_P_M3,A_P_RT,A_SAND_MI,A_SILT_MI,A_SI_RT,A_S_CO,A_S_M3,A_S_RT,A_ZN_CO,A_ZN_M3,A_ZN_RT
sample_12468,,,,,,,,,,,,,,,,,,1.14948,,,,,,,,,,,,,,,,,,,,7.75,,,,,,,,,,,,,
sample_12469,,536.0077261,35.89200635,,1.179489294,,2698.876991,7.357142857,,13.8373353,11.41549296,,1.898347009,15.1,0.010253259,16.62053243,16.14888253,1.22136,,,80.90159414,18.95104895,,425.7183738,18.34024896,,500.5789774,4.885404101,,186.9708195,464.7560031,,2.04037812,9.866468843,16.1,1.455962742,6.9,7.05,,,13.29098001,0.349344978,47.23932259,38.92334212,379.0088827,,0.010253259,0.16,,2.446744794,57.7
sample_1247,0.002438543,465.2114903,38.11540498,0.036726296,1.808242808,267.1530625,4032.282454,11.5,264.5866577,,10.17886179,0.000690268,2.644038259,17.4,0.030623676,25.56056179,25.59118546,1.184,13.4,0.000785455,137.8471033,21.53846154,8.641428304,329.1378432,17.17842324,62.57699387,588.8252934,4.523522316,0.015963752,184.1889384,759.1014717,0.440899617,7.371287049,6.928783383,25.8,2.511141453,13.0,6.99,7.92,0.104795804,28.89114325,0.480349345,,,331.4633006,1.251896123,35.28645659,0.064,0.000670905,1.577510858,67.0
sample_12470,0.06145097,817.6361002,65.11381683,0.06395636,2.556406541,309.7494323,5537.155868,9.571428571,457.4622231,41.8,12.48076923,0.002175961,3.570689298,1.0,0.0,20.15110743,19.67501552,1.03,16.2,0.009880776,76.89919271,36.36363636,6.800058202,422.2728214,21.65975104,47.12107158,626.1643552,9.710494572,0.01006007,264.9554958,821.0689388,3.241386633,67.1703581,6.505934718,40.5,1.614572552,22.4,7.19,7.82,0.10726155,44.40074519,0.737991266,13.0,45.2,308.0878915,1.72367953,19.87166218,0.272,0.00424251,1.066031877,79.0
sample_12471,0.00461,1008.3431,64.58443,0.05851,1.68349,580.32566,8760.79231,14.57142,528.73322,52.5,10.40807,0.0013,6.09572,43.3,0.01048,24.33282,22.65541,0.97816,10.1,0.00148,85.55728,55.31468,9.79931,478.65314,17.01244,53.63912,537.21079,11.82147,0.02779,262.24811,1355.53834,0.46674,8.78863,3.90207,226.4,2.33787,21.6,6.55,7.9,0.08482,3.92927,0.71615,19.6,27.9,273.49228,0.90072,7.19691,0.276,0.00126,0.62982,97.0
sample_12472,0.795399181,1730.243853,12.70513499,0.019656437,0.366285541,64.31189312,1325.508449,3.214285714,66.578974,3.3,20.03267974,0.000668763,3.015278762,11.8,2.003440251,31.01285035,33.0162906,1.16,5.4,0.003039046,450.2681372,5.034965035,3.375936387,161.8941617,6.22406639,5.09609707,61.62096529,0.180940893,0.031568125,9.59222908,116.1890008,0.240748674,6.334109076,3.916913947,11.0,1.548112921,19.9,5.23,6.22,0.042631223,203.3795406,0.742358079,78.3,18.4,402.5245442,0.530154908,28.83739755,0.16,0.044881182,9.349387838,25.0
sample_12473,46.03230288,1096.752146,47.69719428,0.006910354,0.228957112,59.40210469,1295.123773,0.857142857,130.2794984,53.19326264,10.98818898,0.00521936,0.651092322,21.3,0.010454054,29.17726459,23.6575241,1.01574,5.1,0.297934031,653.7873516,16.43356643,1.47783082,80.87014599,8.796680498,22.85499951,278.3714842,2.472858866,4.388616133,125.4887619,154.9186677,2.882539562,66.30292076,0.667655786,21.6,2.655329705,26.2,3.44,4.85,0.001412575,0.010454054,0.131004367,15.07633984,31.73039753,338.569425,0.000909838,17.34182938,0.28,0.293405742,10.97966597,47.1
sample_12474,0.447509274,364.4373248,48.17363684,0.010002753,0.112134561,6.564008432,129.154986,0.357142857,8.785000458,0.1,12.3,0.00034032,0.11113336,7.3,0.0,2.462955547,2.432919503,1.65,0.8,0.001990412,47.65718863,4.195804196,0.59871079,35.74289147,51.0373444,0.851552026,11.113336,0.1,0.262063847,16.92030437,154.9186677,0.044420865,0.952142571,5.459940653,14.0,0.200240288,31.1,4.75,5.98,0.01677625,3.334000801,0.366812227,81.4,18.5,360.4488079,0.270409322,10.41249499,0.032,0.003368986,0.327392871,12.0
sample_12475,0.030417964,266.5597755,8.999470619,0.031611249,0.156328289,20.76298006,434.913318,1.214285714,56.51868925,6.525142157,12.21276596,0.001075497,0.30163343,2.0,0.0,5.752079367,5.691953102,1.41,2.1,0.004873026,109.2293817,2.307692308,1.453118804,66.63994388,1.659751037,1.85504949,25.35324181,0.1,0.060558878,5.230985069,10.0,0.140357047,3.878144103,3.976261128,5.0,0.470989077,8.4,5.9,6.6,0.052897702,15.23198717,0.01,90.63344578,2.84141206,448.340346,0.925096395,10.42188596,0.001,0.002090655,0.238500852,7.0
sample_12476,0.094663589,1849.420004,86.81842245,0.098398713,1.860363318,156.0882008,7156.927118,18.64285714,484.788794,13.4,10.27777778,0.00334778,3.1297877,39.7,0.831691836,12.14707814,12.97876997,1.06,37.5,0.015221073,29.65637995,62.72727273,24.82794696,2243.379295,24.97925311,114.0639502,1510.177282,21.71290712,0.01549727,85.46727949,883.0364059,163.270732,4322.608886,16.53560831,30.6,1.181877873,5.7,6.79,8.28,0.165348695,33.26767345,1.3930131,61.3,25.3,245.4417952,2.655282562,71.24097177,0.34,0.006494349,1.008973517,123.0
sample_12477,,,,,,,,,,,,,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,5.05,,,,,,,,,,,,
sample_12478,4.53,874.3515097,23.82212811,0.007906053,0.244666163,28.9,488.2082904,1.714285714,36.22668594,13.2,11.30344,0.000763,0.266104596,2.5,1.12051,16.54523404,17.66574714,1.21282,2.4,0.172,536.4024664,11.81818182,0.992,40.14695859,0.580912863,6.05,64.11331116,0.1,0.0411,1.287896633,10.0,1.1,21.08320185,3.071216617,6.6,1.463733335,11.4,4.28,5.52,0.047839479,5.46612545,0.082969432,64.7,22.1,388.4992987,0.681,0.010094713,0.001,0.0228,1.218221655,21.0
sample_12479,0.051738956,804.7874536,53.46744309,0.053831937,1.960379695,229.2693148,4106.479571,7.357142857,322.9467602,32.6,12.09952607,0.001831502,4.921584812,21.5,0.0,26.34131242,23.62773421,1.0,21.2,0.008300723,188.815518,28.46153846,23.32932647,820.2641354,19.91701245,42.15724514,456.0462237,5.790108565,0.216730066,160.9574907,735.8636716,1.458597044,27.65167148,6.713649852,32.2,2.17705324,19.9,5.9,7.09,0.238842617,121.7498968,0.794759825,13.0,54.4,330.5282842,2.696577542,24.24680149,0.288,0.003566565,3.332645481,69.0
sample_1248,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,,,,,,,5.99,,,,,,,,,,,,
sample_12480,0.168274413,865.7212618,95.65907888,0.004117695,0.395554154,52.87412882,1212.106115,6.714285714,84.63248555,21.44153627,8.242647059,0.000302397,1.871389271,36.6,0.578372583,11.3746608,11.95303339,1.01102,5.4,0.000556944,230.102522,50.97902098,4.226707894,188.2213996,26.5560166,17.81641962,245.7229858,12.36429433,0.407096429,142.5359629,1084.430674,0.209462139,5.23299604,9.940652819,53.3,1.37997669,46.4,5.18,6.66,0.146562604,51.23135485,0.873362445,63.05740536,15.50105837,262.2253389,0.000599399,0.010146887,0.2,0.00453615,1.359108784,97.6
sample_12481,0.22605,1413.2921,10.05823,0.00992,0.12526,33.32207,749.34187,2.0,31.70776,4.1,12.66906,0.00036,5.80554,11.8,0.75479,17.72258,18.47738,1.26238,4.5,0.00173,449.23684,2.37762,1.42274,81.71308,4.73029,9.34567,109.69762,0.18094,0.07551,14.478,10.0,0.35296,8.20655,3.93916,10.0,1.39888,16.5,5.31,6.24,0.10089,469.9093,0.70742,83.1,12.8,403.45956,0.13384,0.01006,0.001,0.10429,15.9378,26.0
sample_12482,20.57355391,1314.45905,46.58549497,0.011879051,0.057836198,5.920602967,104.1456016,0.01,22.75025278,23.6,9.590361446,0.000467803,0.6380182,7.8,0.616784631,16.09706775,16.71385238,1.2,1.8,1.272603728,547.0171891,20.0,0.718825004,42.06268959,4.979253112,0.710756486,8.331648129,0.180940893,0.857662427,25.27805865,116.1890008,0.383517837,7.896865521,2.870919881,12.4,1.678463094,11.8,3.98,4.78,0.034766373,3.01314459,0.301310044,44.1,32.3,342.2159888,0.320390564,10.5156724,0.001,0.019424437,0.898887765,30.0
sample_12483,0.107190023,597.4683544,18.52832186,0.035972318,0.557974684,107.9490606,1964.556962,3.357142857,140.7594937,2.8,12.96410256,0.001223872,0.810126582,4.9,0.0,25.6,23.90886076,1.19,4.2,0.005576098,398.9873418,11.11888112,0.914840235,46.48101266,7.717842324,7.118361162,82.43037975,1.688781665,0.1364022,21.16455696,170.4105345,0.722390652,14.88607595,3.649851632,10.1,1.974683544,12.1,5.51,6.68,0.078661929,12.4556962,0.205240175,77.4,19.9,410.4721833,2.22971778,21.26582278,0.22,0.130105982,15.69620253,40.0
sample_12484,12.18773,647.3295615,11.11699312,0.00406,0.217657791,4.19572,85.33777022,1.0,18.84015,2.7,18.97196,0.00106,0.539224497,2.9,0.07046,20.43513995,20.50560595,1.37958,3.5,0.1407,384.6536833,3.566433566,0.68647,32.69632395,6.473029046,0.57927,10.80317052,0.1,0.33536,26.53860684,54.22153369,0.0619,1.762682484,3.494065282,6.8,1.07712314,27.6,3.48,4.45,0.05677,14.69652614,0.161572052,77.1,20.2,414.2122487,0.15603,8.201806209,0.001,0.07949,3.384835077,20.0
sample_12485,0.136888999,197.9058796,13.23451562,0.142629498,0.91358877,1583.577462,14382.69474,94.92857143,1357.726384,15.6,12.02221527,0.004852626,0.68461627,16.4,23.54159475,442.101024,465.6426188,0.57,32.2,0.022010548,676.5619606,23.63636364,1.635986488,65.58508802,0.165975104,10.17011032,97.80232424,0.844390832,0.037824636,4.383845357,10.0,2.077034548,42.22759176,0.87537092,19.9,36.77367392,24.2,5.86,6.19,0.383368141,14.26763318,2.034934498,33.1,51.3,185.1332398,7.894692722,80.77321367,7.312,0.013128774,5.983201013,26.0
sample_12486,0.02332,804.92122,44.46797,0.08054,0.95337,352.06676,4448.8889,8.0,319.58419,30.6,13.95433,0.00091,1.87996,21.9,0.0103,31.48144,26.92817,0.95508,10.2,0.00487,135.04366,25.38461,5.98795,248.02864,16.84647,51.86815,473.21292,4.58383,0.51293,113.87156,526.72347,0.57278,9.51426,4.88872,37.1,2.25603,17.7,5.17,6.5,0.07207,18.48557,0.47598,16.5,52.8,330.99579,1.37462,18.64815,0.108,0.00204,1.40802,51.0
sample_12487,1.860546166,196.3927856,4.764425622,0.025583081,0.121242485,10.982215,207.4148297,0.214285714,12.8256513,4.6,16.38461538,0.000870403,0.356713427,4.8,0.0,8.537074148,8.246492986,1.58,1.2,0.004191815,92.08416834,1.328671329,0.414033072,17.73547094,0.580912863,1.136312844,13.22645291,0.1,0.074414297,2.895791583,10.0,0.320783962,6.482965932,2.611275964,5.1,0.521042084,7.1,4.41,5.83,0.045031329,15.23046092,0.01,85.1,10.3,444.1327723,0.68750275,10.42084168,0.001,0.00280463,0.158316633,4.0
sample_12488,0.133004307,650.3819863,38.11540498,0.019342022,0.107559308,32.24769081,562.9272216,1.0,51.86972256,14.0,16.16071429,0.000658066,0.737836751,9.0,0.482509047,9.097305991,9.579815038,1.43,2.5,0.002990435,126.6586248,12.72727273,4.772826524,195.0140732,7.302904564,9.974720457,100.5227181,0.241254524,0.420841751,63.42983514,611.9287374,0.463484764,9.016887817,7.670623145,12.7,0.562927222,19.2,5.11,6.51,0.0324217,3.648974668,0.192139738,64.0,21.9,377.2791024,0.521674785,10.45436269,0.001,0.020325946,3.638922396,55.0
sample_12489,0.003931359,171.5499494,36.5272631,0.060208975,5.654565626,350.2495299,11679.42148,28.78571429,336.221576,21.2,11.43921569,0.001112833,4.13147748,18.7,7.36056597,30.19799006,37.55855603,1.081,51.0,0.001266292,75.98272125,22.58741259,9.050879095,301.0308036,14.27385892,165.7462391,2076.24999,8.805790109,0.001287197,315.7507783,914.0201394,5.961929758,121.0776071,5.808605341,28.5,2.639865432,16.8,7.46,8.09,0.200941467,38.73502816,0.602620087,17.6,61.2,311.827957,18.38242555,333.5968443,0.404,0.001081616,4.119297481,95.0
sample_1249,0.025364122,1151.994953,94.60031763,0.018117084,1.104593134,121.5624376,2507.231989,12.14285714,147.499564,40.86863024,8.635854342,0.000601154,6.998449006,67.2,0.010312998,31.79497256,30.89774174,0.99242,12.7,0.000684052,273.8504464,41.46853147,1.658062888,79.63820984,11.61825726,22.5810145,285.2110759,2.352231604,0.129089609,39.31707757,1161.890008,0.777216656,20.66474956,5.267062315,23.7,3.681740254,34.0,5.17,6.13,0.001849997,0.010312998,0.305676856,22.54374749,36.58762227,272.9312763,0.001191581,8.033498171,0.36,0.004196121,1.936870153,90.5
sample_12490,0.00151,221.1784044,34.4097406,0.01213,1.069637375,95.66283,5633.497412,34.21428571,103.13896,10.2,9.44067,0.00071,9.491456142,25.2,10.7044,11.29233689,21.99674241,1.15452,16.4,0.00048,66.59895978,17.34265734,7.25233,314.8523177,13.02904564,7.55647,157.9670887,5.48854041,0.00049,158.3667312,457.0100697,0.42294,9.624375367,7.181008902,23.1,1.196136223,13.3,7.76,8.04,0.27977,75.40775619,0.733624454,50.9,38.9,310.4254324,0.41593,16.34405383,0.02,0.00041,4.713114653,49.0
sample_12491,0.00338892,121.5435475,57.22604553,0.020684302,2.998958578,272.0997656,18337.84246,114.3571429,264.5475619,33.14579475,9.112676056,0.001148375,10.66077197,56.5,34.55289715,13.33873774,47.89163489,1.19558,12.2,0.001091572,79.885166,37.13286713,5.820002238,264.6179298,20.33195021,43.20534095,647.2194542,14.11338963,0.00159674,157.280119,1239.349342,0.729683985,22.32407275,3.857566766,92.2,1.463756383,44.6,7.4,8.14,0.020861416,0.010308144,0.56768559,24.83063024,42.02357501,197.2417017,0.001901459,23.40384073,0.32,0.000949536,1.491940189,108.9
sample_12492,57.115813,1699.02725,42.8798306,0.005171214,0.17416,0.746523111,12.36348,0.01,55.69071053,32.3,25.75862069,0.000878753,0.41965,12.8,0.010160946,22.77068067,20.31173166,1.075,1.5,0.084924585,131.41712,27.48251748,2.396230568,110.26291,11.12033195,1.010831443,10.32478,2.171290712,0.634854696,18.51756,340.8210689,0.184607118,2.93162,2.143916914,11.3,0.884002328,17.0,3.86,4.94,0.002742304,0.09387,0.200873362,18.5,49.2,345.9560542,0.000546416,0.01016,0.001,0.006248654,0.28057,24.0
sample_12493,0.056957579,319.2690689,61.93753309,0.059164175,2.833384663,264.0802631,8705.471717,26.0,280.2587003,31.0,9.483870968,0.002012919,2.997638846,26.7,5.831023509,21.12719433,26.95821784,1.25,14.0,0.009139925,68.47346268,35.66433566,6.217963342,217.6367929,18.50622407,27.90638653,341.8540191,9.167671894,0.009305775,245.3546864,689.3880713,0.442076088,8.787598809,8.96884273,35.8,2.227697362,15.1,7.54,8.07,0.151135807,62.51924854,0.864628821,13.9,55.1,284.2449743,1.594439701,10.67652192,0.364,0.003925469,8.951852993,90.0
sample_12494,0.01701,462.92187,25.41026,0.02358,0.54757,71.98548,1227.71324,3.5,62.3786,7.5,10.76229,0.00034,1.3279,7.9,0.32215,13.21844,13.5406,1.26336,5.8,0.00039,254.74192,11.74825,7.68975,232.38553,14.52282,7.70952,78.75587,2.11097,0.17574,61.19241,193.64833,0.12239,2.54134,4.94807,35.1,1.22821,15.9,6.1,6.96,0.23028,88.86989,0.46724,64.8,27.7,371.20149,0.44649,0.01006,0.028,0.00577,5.24809,35.0
sample_12495,0.215377238,1082.36596,47.64425622,0.010746052,0.31659,141.7211668,2062.97027,5.714285714,183.0012327,21.5,13.03891051,0.000738494,0.98706,7.3,0.01017748,34.10473711,29.88108271,0.9742,3.9,0.003762344,389.7994,13.07692308,1.570361924,34.77966,19.50207469,42.18895125,414.22374,0.66344994,0.168539869,9.04178,123.9349342,1.306511632,24.52907,3.753709199,15.1,2.615612485,24.3,5.55,6.3,0.034212238,17.24102,0.414847162,58.3,20.3,316.970547,1.968668393,9.28767,0.001,0.014784382,4.26959,35.0
sample_12496,6.309888584,1541.235793,67.23133933,0.006798288,0.130737681,7.608126518,131.2194198,0.01,22.71204905,47.5,13.24409449,0.000167081,1.850245635,41.8,0.010150598,17.07330584,17.05300464,1.103,2.5,0.001072342,62.73083021,49.3006993,4.388871697,160.8743963,0.995850622,6.852952027,69.88059247,0.1,0.394220861,55.6645724,549.9612703,0.21638835,3.837844553,1.543026706,35.3,1.289125946,13.9,4.37,5.78,0.022046833,15.91946742,0.279475983,41.0,11.6,289.8550725,0.109508769,0.010150598,0.001,0.00457827,1.8520107,53.0
sample_12497,0.0291,553.4138115,25.41026998,0.017567717,0.353728132,64.8,1196.773821,2.714285714,84.38411736,8.0,13.07692,0.00103,3.695647786,13.8,0.01009,12.01125908,11.80938918,1.21016,6.5,0.00468,512.6014345,12.72727273,4.07,165.6947416,9.377593361,16.1,184.8525588,1.568154403,0.212,115.4018729,410.5344694,0.162,4.234621115,5.326409496,15.6,0.918508047,42.1,5.96,6.86,0.073251933,117.9833754,0.484716157,36.0,56.0,380.5516597,0.815,0.010093495,0.02,0.00573,4.347748167,41.0
sample_12498,0.00217,501.03296,26.99841,0.04591,0.72541,189.69651,2641.15763,5.78571,147.07251,10.7,13.10493,0.00061,1.21484,14.3,0.01017,21.59419,20.67875,1.13258,5.7,0.00143,106.68528,13.07692,6.32347,238.07293,14.10788,28.54864,282.24035,2.53317,0.30484,122.59564,325.3292,0.14414,2.12587,5.02225,19.4,1.64779,13.4,5.75,6.67,0.19115,68.80919,0.50218,32.1,57.2,367.46143,0.91663,8.64757,0.036,0.00059,1.27536,31.0
sample_12499,7.260332778,1629.94265,9.528851244,0.010238216,0.20022135,5.236812408,125.7671798,0.5,17.80863266,0.1,16.46153846,0.000348331,0.551363316,5.6,1.811047389,19.37820706,21.18925445,1.45,6.2,0.012987074,221.3502364,1.538461538,1.683622042,69.52409699,3.900414938,1.166169445,14.28715162,0.1,0.096331831,7.334741926,10.0,0.027746738,0.833081799,3.627596439,5.7,1.177180803,18.9,4.23,5.72,0.048725313,249.5220847,0.471615721,87.9,12.1,431.0425432,0.276135525,32.598853,0.052,0.033240393,2.756816581,11.0
sample_125,0.00545,1097.27241,56.11434,0.01633,0.72052,566.63792,8640.65194,15.64285,584.67658,46.1,20.01333,0.00154,2.07866,14.3,0.01105,16.58885,13.54958,1.108,9.9,0.0022,72.46893,39.0909,10.48275,437.47664,6.05809,171.22761,1655.13927,4.82509,0.014,466.66882,1216.11154,19.43091,347.84532,5.61572,22.3,0.82888,4.4,6.33,7.74,0.09253,4.16662,0.32314,17.0,36.9,300.14025,2.10233,17.00131,0.001,0.00149,1.99691,81.0
sample_1250,0.080773453,1048.395637,83.6421387,0.084052688,0.241448692,127.1972202,2329.768082,14.5,474.4255004,47.2,10.73023256,0.002859691,13.1314201,106.7,0.0,24.4307953,21.92099968,0.98,6.8,0.012987661,447.9508631,77.2027972,2.908127784,99.33283914,8.713692946,339.0867215,3282.855025,26.23642943,3.145842131,105.3690564,805.577072,2.220252778,48.18383988,8.494065282,360.5,2.276818808,11.5,5.17,6.78,0.140519923,6.332733242,0.650655022,15.4,37.4,252.9219261,3.672629326,11.01344912,0.288,0.020052371,3.89706661,118.0
sample_12500,0.005194277,589.6664474,73.26627845,0.059293149,4.277210155,492.0892652,18524.53606,70.71428571,550.0207905,44.83689718,9.30625,0.001470322,10.51008719,65.9,13.475465,15.87418306,29.34964806,1.23884,17.9,0.001673078,118.3499151,48.46153846,11.63906635,499.3064906,15.43568465,82.18488468,1167.713273,14.89746683,0.005892275,304.4561541,1006.97134,8.129840422,189.7077044,7.047477745,53.6,1.705755063,37.1,7.07,7.97,0.004524784,8.43604977,0.786026201,25.42634578,29.73675704,233.2398317,0.00291441,43.74606426,0.32,0.001875749,2.035231832,102.1
sample_12501,0.056826705,944.4955535,44.9973531,0.059099291,1.359501176,239.9259138,3741.183686,7.285714286,265.7671471,25.2,12.74641148,0.002010711,2.524787897,13.8,0.0,27.23091076,24.09281407,1.05,3.9,0.009137235,187.0591843,20.97902098,3.646552281,178.8817336,18.83817427,22.50201563,229.9908004,4.523522316,0.266438957,86.68097721,565.4531371,0.337469941,7.339261985,6.928783383,23.0,2.13635899,16.6,5.41,6.37,0.099004577,51.92681182,0.703056769,12.4,62.4,345.488546,2.773508487,20.95471737,0.256,0.003908616,1.451497496,71.0
sample_12502,0.094678746,541.1277807,64.05505558,0.098584735,3.362648733,360.9169578,9239.524056,18.71428571,468.7015003,35.2,10.72588832,0.003354109,2.596999483,1.0,2.57630626,21.86239007,24.43869633,1.27,12.8,0.015242008,85.25607863,36.15384615,4.593925442,243.1453699,18.67219917,22.77674277,319.7102949,9.891435464,0.015518585,269.0118986,712.6258714,1.04412261,22.14174858,7.878338279,34.9,2.038282462,15.9,7.36,7.94,0.165351985,11.07087429,0.720524017,13.2,51.7,293.5951379,6.234298088,16.76151061,0.316,0.006520043,0.710812209,76.0
sample_12503,0.12027077,1050.233265,76.76019058,0.125456952,0.502332646,324.7042438,6054.030596,19.21428571,560.9200391,40.3,11.13270142,0.004268371,27.77476402,116.4,0.0,25.48551589,23.47835521,1.05,8.7,0.019319086,404.6869914,58.11188811,2.751104294,148.6383856,13.52697095,161.9395738,1757.621786,13.38962606,0.430520331,98.83910166,743.609605,6.135064577,206.1408267,10.02225519,91.6,2.289248128,1.9,5.55,7.14,0.20911771,15.51480959,0.650655022,22.8,36.9,265.0771388,5.095862306,43.7235543,0.3,0.008264086,2.278398611,95.0
sample_12504,0.046434991,513.2930202,63.52567496,0.059948686,2.437884685,186.3587342,3991.136109,15.28571429,322.9940047,23.2,9.992805755,0.001644638,4.032281842,24.5,0.637758863,14.28785581,14.92561467,1.1,21.9,0.007466338,169.726149,31.88811189,6.864009229,293.1633482,19.00414938,66.98929319,867.1463247,13.75150784,0.076018204,177.9552956,503.48567,5.682427555,142.9814225,12.91543027,55.6,1.429814225,17.0,6.37,7.31,1.056082884,275.6764116,1.397379913,36.2,40.7,285.1799906,7.506940448,118.2939826,0.424,0.003209594,7.539955587,87.0
sample_12505,0.077203782,1021.538462,50.82053997,0.080267559,1.076923077,278.7222134,4471.794872,8.142857143,370.2564103,30.7,13.66137566,0.002730911,2.030769231,18.3,0.0,26.48205128,23.44615385,1.0,7.7,0.012432026,165.1282051,25.66433566,3.07978886,150.7692308,17.67634855,36.09087271,376.4102564,5.790108565,0.296837844,82.35897436,596.4368706,1.811285004,36.0,6.461424332,28.2,1.938461538,19.0,5.17,6.62,0.134108554,11.69230769,0.554585153,13.5,55.9,335.2033661,4.606172271,20.41025641,0.26,0.005302335,1.107692308,54.0
sample_12506,7.428208312,1243.177683,45.52673372,0.017858121,0.253689105,27.41597837,490.1960784,0.5,57.81281585,26.4,10.36296296,0.00060758,2.526783909,17.8,0.697392359,14.13988276,14.83727512,1.14,5.3,0.00276824,196.0784314,36.08391608,2.339776255,115.2213463,7.55186722,12.81035693,144.5320396,2.171290712,1.004494346,106.1249242,503.48567,0.096719969,2.102284213,0.1,20.0,1.364463311,3.3,4.14,6.21,0.033088122,7.307459066,0.31441048,46.6,27.0,363.2538569,0.482913292,10.51142106,0.116,0.009770128,0.757024459,23.0
sample_12507,0.001970625,379.3396907,,0.184538408,6.198026429,183.8016539,3756.99522,,190.6014646,,10.79512195,0.000557816,2.20029543,,0.010164992,22.49512694,21.95638238,1.20732,110.2,0.000634739,73.41474388,,12.47824971,660.5159409,,77.69332728,1052.770956,,0.006398094,229.4766228,,8.80593141,192.831204,,,2.083823327,,7.36,7.55,0.086980659,28.81774986,,,,,34.36751764,878.8995898,,0.000924377,5.930456084,
sample_12508,19.27818877,1301.304922,77.34250926,0.004896511,0.184975908,54.32850976,1213.965838,1.214285714,146.5682367,40.56021517,10.88311688,0.008643664,2.223951443,48.2,0.010388884,8.705885092,8.664329555,1.04826,4.8,0.004472994,223.9798428,58.74125874,1.714963829,83.72633963,3.817427386,55.98339802,734.03767,2.593486128,3.611269205,207.6100676,542.2153369,5.13629743,116.4198657,2.522255193,42.7,0.799944096,34.8,3.92,5.8,0.001223982,0.010388884,0.087336245,17.26433635,42.17544848,283.2164563,0.000788366,0.010388884,0.16,0.01837029,0.735930625,64.4
sample_12509,0.00604,461.1665,24.88088,0.01664,0.68655,82.88558,1698.44281,4.35714,62.54207,6.4,11.36956,0.00037,1.42098,10.3,0.02014,10.53618,10.55633,1.29536,9.9,0.00043,399.9691,10.41958,6.83802,272.43828,14.43983,9.51374,118.92954,2.29191,0.02859,103.81537,209.1402,0.16416,7.56146,5.48961,13.7,0.9267,14.7,7.17,7.6,0.34371,134.70972,0.46724,66.0,27.6,378.68162,1.66651,1.94563,0.032,0.00036,7.28423,34.0
sample_1251,1.579647072,82.74137069,3.705664373,0.009625534,0.152076038,2.218182609,57.12856428,0.01,2.221110555,2.9,13.25,0.000327486,0.032816408,3.4,0.010005003,3.181590795,3.191595798,1.57,1.1,0.005831115,38.21910955,0.769230769,0.269616333,10.30515258,0.165975104,0.730820728,9.704852426,0.1,0.065925363,2.311155578,10.0,0.023674536,0.551275638,2.685459941,3.6,0.24012006,10.2,3.93,5.02,0.016183073,4.002001001,0.01,86.8,10.3,452.0804114,0.259610843,10.4052026,0.001,0.000636599,0.209104552,6.0
sample_12510,0.104687721,880.8656958,61.93753309,0.036767017,0.135517799,77.94506641,1243.932039,2.642857143,113.2686084,20.5,16.54285714,0.001250909,0.674555016,9.5,0.0,17.56674757,16.93972492,1.12,2.2,0.00567725,77.87216828,30.97902098,3.97120833,138.5517799,37.67634855,19.56451452,198.2200647,0.66344994,0.854154204,126.4158576,534.4694036,0.206314503,3.347491909,3.916913947,17.9,1.061893204,15.4,5.13,6.27,0.088451788,12.64158576,0.624454148,48.1,31.5,298.7377279,0.990383715,10.51779935,0.108,0.015251886,3.236245955,63.0
sample_12511,0.045660666,794.7696394,52.40868184,0.047533956,0.840739606,137.0164887,2615.180304,18.07142857,177.7505363,19.0,11.31730769,0.001617229,3.677597303,27.2,0.0,12.02370007,11.05322301,1.35,3.9,0.007341834,58.33077945,29.23076923,3.460790424,175.7074267,12.44813278,21.21048343,280.9275718,7.840772014,0.030346498,216.569619,759.1014717,0.25905716,6.65032179,8.590504451,22.3,1.062416999,6.8,6.35,7.56,0.079649834,9.531106344,0.401746725,68.2,12.8,324.4506779,1.280766692,10.62416999,0.248,0.003156226,0.345285525,54.0
